Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle
2020,1,1,14,20,55,819,340,39.65,69.63
2020,1,1,14,30,54,802,316,40.45,70.9
2020,1,1,14,40,52,781,291,48.07,72.22
2020,1,1,14,50,50,755,263,48.76,73.6
2020,1,1,15,0,48,730,237,49.75,75.02
2020,1,1,15,10,45,701,209,49.75,76.48
2020,1,1,15,20,43,667,181,49.75,77.99
2020,1,1,15,30,40,627,153,49.75,79.53
2020,1,1,15,40,36,581,126,49.75,81.11
2020,1,1,15,50,32,525,98,49.75,82.72
2020,1,1,16,0,27,469,73,48.5,84.36
2020,1,1,16,10,21,388,49,49.49,86
2020,1,1,16,20,16,291,28,50.51,87.65
2020,1,1,16,30,0,0,0,51.2,89.25
2020,1,1,16,40,0,0,0,50.25,91.43
2020,1,1,16,50,0,0,0,51.24,93.23
2020,1,1,17,0,0,0,0,51.95,95.05
2020,1,1,17,10,0,0,0,53.03,96.89
2020,1,1,17,20,0,0,0,53.77,98.75
2020,1,1,17,30,0,0,0,54.51,100.62
2020,1,1,17,40,0,0,0,55.77,102.52
2020,1,1,17,50,0,0,0,56.55,104.43
2020,1,1,18,0,0,0,0,57.33,106.35
2020,1,1,18,10,0,0,0,57.73,108.29
2020,1,1,18,20,0,0,0,58.14,110.24
2020,1,1,18,30,0,0,0,58.54,112.2
2020,1,1,18,40,0,0,0,59.66,114.17
2020,1,1,18,50,0,0,0,60.08,116.15
2020,1,1,19,0,0,0,0,60.5,118.14
2020,1,1,19,10,0,0,0,60.08,120.14
2020,1,1,19,20,0,0,0,60.08,122.14
2020,1,1,19,30,0,0,0,60.08,124.14
2020,1,1,19,40,0,0,0,62.81,126.16
2020,1,1,19,50,0,0,0,62.81,128.17
2020,1,1,20,0,0,0,0,62.81,130.19
2020,1,1,20,10,0,0,0,62.81,132.2
2020,1,1,20,20,0,0,0,62.81,134.22
2020,1,1,20,30,0,0,0,62.37,136.24
2020,1,1,20,40,0,0,0,65.88,138.25
2020,1,1,20,50,0,0,0,65.88,140.25
2020,1,1,21,0,0,0,0,65.88,142.25
2020,1,1,21,10,0,0,0,66.34,144.24
2020,1,1,21,20,0,0,0,66.34,146.21
2020,1,1,21,30,0,0,0,66.8,148.17
2020,1,1,21,40,0,0,0,69.04,150.11
2020,1,1,21,50,0,0,0,69.04,152.01
2020,1,1,22,0,0,0,0,69.52,153.89
2020,1,1,22,10,0,0,0,70.01,155.72
2020,1,1,22,20,0,0,0,70.5,157.5
2020,1,1,22,30,0,0,0,70.99,159.2
2020,1,1,22,40,0,0,0,70.15,160.82
2020,1,1,22,50,0,0,0,70.64,162.33
2020,1,1,23,0,0,0,0,71.14,163.68
2020,1,1,23,10,0,0,0,71.64,164.85
2020,1,1,23,20,0,0,0,71.64,165.78
2020,1,1,23,30,0,0,0,72.14,166.43
2020,1,1,23,40,0,0,0,69.05,166.76
2020,1,1,23,50,0,0,0,69.05,166.73
2020,1,2,0,0,0,0,0,69.54,166.36
2020,1,2,0,10,0,0,0,69.54,165.67
2020,1,2,0,20,0,0,0,70.1,164.7
2020,1,2,0,30,0,0,0,70.1,163.5
2020,1,2,0,40,0,0,0,65.49,162.12
2020,1,2,0,50,0,0,0,65.49,160.6
2020,1,2,1,0,0,0,0,65.95,158.97
2020,1,2,1,10,0,0,0,65.95,157.25
2020,1,2,1,20,0,0,0,65.95,155.46
2020,1,2,1,30,0,0,0,66.42,153.63
2020,1,2,1,40,0,0,0,62.45,151.75
2020,1,2,1,50,0,0,0,62.45,149.83
2020,1,2,2,0,0,0,0,62.89,147.89
2020,1,2,2,10,0,0,0,62.89,145.93
2020,1,2,2,20,0,0,0,63.34,143.96
2020,1,2,2,30,0,0,0,63.34,141.97
2020,1,2,2,40,0,0,0,61.81,139.97
2020,1,2,2,50,0,0,0,62.25,137.96
2020,1,2,3,0,0,0,0,62.25,135.95
2020,1,2,3,10,0,0,0,62.69,133.93
2020,1,2,3,20,0,0,0,62.69,131.91
2020,1,2,3,30,0,0,0,62.69,129.9
2020,1,2,3,40,0,0,0,62.15,127.88
2020,1,2,3,50,0,0,0,62.59,125.86
2020,1,2,4,0,0,0,0,62.59,123.85
2020,1,2,4,10,0,0,0,62.59,121.85
2020,1,2,4,20,0,0,0,62.65,119.84
2020,1,2,4,30,0,0,0,62.65,117.85
2020,1,2,4,40,0,0,0,62.66,115.86
2020,1,2,4,50,0,0,0,62.66,113.88
2020,1,2,5,0,0,0,0,63.1,111.91
2020,1,2,5,10,0,0,0,63.1,109.95
2020,1,2,5,20,0,0,0,63.1,108
2020,1,2,5,30,0,0,0,63.17,106.06
2020,1,2,5,40,0,0,0,63.53,104.14
2020,1,2,5,50,0,0,0,63.53,102.23
2020,1,2,6,0,0,0,0,63.53,100.34
2020,1,2,6,10,0,0,0,62.2,98.46
2020,1,2,6,20,0,0,0,60.89,96.6
2020,1,2,6,30,0,0,0,60.04,94.76
2020,1,2,6,40,0,0,0,61.57,92.95
2020,1,2,6,50,0,0,0,60.29,91.15
2020,1,2,7,0,0,0,0,59.04,89
2020,1,2,7,10,14,401,32,56.68,87.39
2020,1,2,7,20,18,493,55,53.99,85.74
2020,1,2,7,30,22,569,81,51.44,84.09
2020,1,2,7,40,25,630,108,50.92,82.46
2020,1,2,7,50,28,680,136,48.88,80.85
2020,1,2,8,0,30,722,165,46.61,79.28
2020,1,2,8,10,32,758,193,45.37,77.73
2020,1,2,8,20,34,788,222,44.21,76.23
2020,1,2,8,30,36,815,250,42.75,74.77
2020,1,2,8,40,37,837,277,39.27,73.35
2020,1,2,8,50,39,857,304,38.24,71.98
2020,1,2,9,0,40,874,329,37.24,70.66
2020,1,2,9,10,41,883,352,36.5,69.4
2020,1,2,9,20,42,897,375,36.02,68.19
2020,1,2,9,30,43,909,397,35.32,67.04
2020,1,2,9,40,47,914,420,32.57,65.96
2020,1,2,9,50,48,924,439,31.94,64.94
2020,1,2,10,0,49,932,457,31.52,64
2020,1,2,10,10,50,939,474,30.91,63.12
2020,1,2,10,20,50,945,489,30.51,62.33
2020,1,2,10,30,51,951,503,30.11,61.61
2020,1,2,10,40,51,956,515,28.46,60.98
2020,1,2,10,50,51,960,525,28.09,60.43
2020,1,2,11,0,52,963,534,27.55,59.97
2020,1,2,11,10,52,966,540,27.37,59.61
2020,1,2,11,20,52,967,545,27.02,59.33
2020,1,2,11,30,52,969,549,26.67,59.14
2020,1,2,11,40,52,964,548,25.5,59.05
2020,1,2,11,50,52,964,548,25.14,59.06
2020,1,2,12,0,52,964,546,24.82,59.15
2020,1,2,12,10,52,962,543,24.66,59.35
2020,1,2,12,20,52,961,537,24.51,59.63
2020,1,2,12,30,52,958,531,24.35,60.01
2020,1,2,12,40,58,946,524,23.75,60.47
2020,1,2,12,50,57,942,514,23.6,61.03
2020,1,2,13,0,57,937,502,23.45,61.67
2020,1,2,13,10,56,931,488,23.6,62.39
2020,1,2,13,20,56,925,473,23.6,63.19
2020,1,2,13,30,55,917,456,23.6,64.07
2020,1,2,13,40,52,912,438,23.71,65.02
2020,1,2,13,50,52,902,418,23.71,66.04
2020,1,2,14,0,51,891,397,23.86,67.13
2020,1,2,14,10,50,879,375,24.32,68.28
2020,1,2,14,20,48,864,351,24.98,69.5
2020,1,2,14,30,47,848,326,25.64,70.76
2020,1,2,14,40,45,832,301,33.75,72.09
2020,1,2,14,50,43,807,273,34.41,73.46
2020,1,2,15,0,41,783,245,35.32,74.88
2020,1,2,15,10,39,756,218,35.32,76.35
2020,1,2,15,20,64,407,149,35.32,77.85
2020,1,2,15,30,57,375,126,35.32,79.4
2020,1,2,15,40,32,642,132,35.32,80.98
2020,1,2,15,50,28,590,104,35.32,82.59
2020,1,2,16,0,24,530,78,45.22,84.22
2020,1,2,16,10,20,452,52,45.84,85.87
2020,1,2,16,20,15,355,30,46.46,87.52
2020,1,2,16,30,0,0,0,47.1,89.12
2020,1,2,16,40,0,0,0,44.02,91.29
2020,1,2,16,50,0,0,0,44.32,93.09
2020,1,2,17,0,0,0,0,44.92,94.91
2020,1,2,17,10,0,0,0,45.54,96.75
2020,1,2,17,20,0,0,0,45.85,98.61
2020,1,2,17,30,0,0,0,46.48,100.48
2020,1,2,17,40,0,0,0,45.5,102.38
2020,1,2,17,50,0,0,0,45.86,104.29
2020,1,2,18,0,0,0,0,46.49,106.21
2020,1,2,18,10,0,0,0,46.81,108.15
2020,1,2,18,20,0,0,0,47.13,110.1
2020,1,2,18,30,0,0,0,47.46,112.06
2020,1,2,18,40,0,0,0,46.6,114.03
2020,1,2,18,50,0,0,0,46.92,116.01
2020,1,2,19,0,0,0,0,47.25,118
2020,1,2,19,10,0,0,0,47.62,120
2020,1,2,19,20,0,0,0,47.95,122
2020,1,2,19,30,0,0,0,48.29,124.01
2020,1,2,19,40,0,0,0,47.13,126.02
2020,1,2,19,50,0,0,0,47.46,128.03
2020,1,2,20,0,0,0,0,47.79,130.05
2020,1,2,20,10,0,0,0,47.79,132.07
2020,1,2,20,20,0,0,0,48.12,134.08
2020,1,2,20,30,0,0,0,48.12,136.1
2020,1,2,20,40,0,0,0,47.47,138.11
2020,1,2,20,50,0,0,0,47.8,140.12
2020,1,2,21,0,0,0,0,47.85,142.11
2020,1,2,21,10,0,0,0,48.18,144.1
2020,1,2,21,20,0,0,0,48.52,146.07
2020,1,2,21,30,0,0,0,48.52,148.03
2020,1,2,21,40,0,0,0,48.16,149.97
2020,1,2,21,50,0,0,0,48.16,151.87
2020,1,2,22,0,0,0,0,48.49,153.75
2020,1,2,22,10,0,0,0,48.49,155.58
2020,1,2,22,20,0,0,0,48.83,157.36
2020,1,2,22,30,0,0,0,48.83,159.06
2020,1,2,22,40,0,0,0,48.35,160.68
2020,1,2,22,50,0,0,0,48.69,162.19
2020,1,2,23,0,0,0,0,48.69,163.55
2020,1,2,23,10,0,0,0,49.03,164.72
2020,1,2,23,20,0,0,0,49.08,165.66
2020,1,2,23,30,0,0,0,49.08,166.32
2020,1,2,23,40,0,0,0,49.01,166.66
2020,1,2,23,50,0,0,0,49.01,166.65
2020,1,3,0,0,0,0,0,49.01,166.3
2020,1,3,0,10,0,0,0,49.35,165.62
2020,1,3,0,20,0,0,0,49.35,164.67
2020,1,3,0,30,0,0,0,49.35,163.48
2020,1,3,0,40,0,0,0,49.01,162.12
2020,1,3,0,50,0,0,0,49.01,160.61
2020,1,3,1,0,0,0,0,49.01,158.98
2020,1,3,1,10,0,0,0,49.01,157.27
2020,1,3,1,20,0,0,0,49.36,155.49
2020,1,3,1,30,0,0,0,49.36,153.66
2020,1,3,1,40,0,0,0,49.05,151.78
2020,1,3,1,50,0,0,0,49.1,149.87
2020,1,3,2,0,0,0,0,49.1,147.94
2020,1,3,2,10,0,0,0,49.1,145.98
2020,1,3,2,20,0,0,0,49.45,144
2020,1,3,2,30,0,0,0,49.45,142.01
2020,1,3,2,40,0,0,0,49.34,140.01
2020,1,3,2,50,0,0,0,49.34,138.01
2020,1,3,3,0,0,0,0,49.34,136
2020,1,3,3,10,0,0,0,49.34,133.98
2020,1,3,3,20,0,0,0,49.34,131.96
2020,1,3,3,30,0,0,0,49.34,129.95
2020,1,3,3,40,0,0,0,49.21,127.93
2020,1,3,3,50,0,0,0,49.21,125.91
2020,1,3,4,0,0,0,0,49.21,123.9
2020,1,3,4,10,0,0,0,49.21,121.89
2020,1,3,4,20,0,0,0,49.21,119.89
2020,1,3,4,30,0,0,0,49.21,117.89
2020,1,3,4,40,0,0,0,49.7,115.91
2020,1,3,4,50,0,0,0,49.7,113.92
2020,1,3,5,0,0,0,0,49.7,111.95
2020,1,3,5,10,0,0,0,49.35,109.99
2020,1,3,5,20,0,0,0,49.4,108.04
2020,1,3,5,30,0,0,0,49.4,106.1
2020,1,3,5,40,0,0,0,50.16,104.18
2020,1,3,5,50,0,0,0,49.81,102.27
2020,1,3,6,0,0,0,0,49.81,100.37
2020,1,3,6,10,0,0,0,49.46,98.49
2020,1,3,6,20,0,0,0,48.78,96.63
2020,1,3,6,30,0,0,0,48.1,94.79
2020,1,3,6,40,0,0,0,53.65,92.97
2020,1,3,6,50,0,0,0,52.91,91.18
2020,1,3,7,0,0,0,0,52.24,89.01
2020,1,3,7,10,20,0,20,50.46,87.4
2020,1,3,7,20,26,47,30,48.75,85.75
2020,1,3,7,30,36,137,50,47.11,84.1
2020,1,3,7,40,31,587,108,51.71,82.47
2020,1,3,7,50,34,640,136,49.98,80.86
2020,1,3,8,0,37,684,165,48.36,79.28
2020,1,3,8,10,40,721,193,46.76,77.73
2020,1,3,8,20,43,753,222,45.21,76.23
2020,1,3,8,30,86,386,187,44.01,74.76
2020,1,3,8,40,73,556,233,39.47,73.34
2020,1,3,8,50,91,489,243,38.43,71.97
2020,1,3,9,0,98,499,264,37.18,70.65
2020,1,3,9,10,104,514,285,36.45,69.38
2020,1,3,9,20,53,874,378,35.5,68.16
2020,1,3,9,30,54,886,400,34.58,67.01
2020,1,3,9,40,65,864,418,33.81,65.93
2020,1,3,9,50,67,875,438,32.94,64.9
2020,1,3,10,0,68,884,456,32.09,63.95
2020,1,3,10,10,69,892,473,31.68,63.08
2020,1,3,10,20,70,899,488,31.07,62.28
2020,1,3,10,30,76,817,466,30.47,61.56
2020,1,3,10,40,70,915,515,30.38,60.92
2020,1,3,10,50,70,919,525,29.8,60.37
2020,1,3,11,0,71,923,534,29.23,59.9
2020,1,3,11,10,71,926,541,28.83,59.53
2020,1,3,11,20,71,928,546,28.46,59.25
2020,1,3,11,30,72,929,549,28.1,59.06
2020,1,3,11,40,71,932,551,28.18,58.96
2020,1,3,11,50,71,932,551,27.82,58.96
2020,1,3,12,0,71,931,550,27.47,59.05
2020,1,3,12,10,71,930,546,27.3,59.24
2020,1,3,12,20,88,805,496,27.3,59.52
2020,1,3,12,30,97,764,480,27.13,59.9
2020,1,3,12,40,125,653,448,27.38,60.36
2020,1,3,12,50,176,457,398,27.2,60.91
2020,1,3,13,0,114,670,433,27.2,61.54
2020,1,3,13,10,104,695,427,27.2,62.26
2020,1,3,13,20,109,659,407,27.38,63.06
2020,1,3,13,30,118,608,385,27.55,63.94
2020,1,3,13,40,168,333,310,28.55,64.89
2020,1,3,13,50,170,263,277,28.73,65.91
2020,1,3,14,0,136,429,304,28.76,67
2020,1,3,14,10,112,518,305,29.5,68.15
2020,1,3,14,20,114,459,275,30.07,69.36
2020,1,3,14,30,120,352,237,30.85,70.63
2020,1,3,14,40,72,616,263,40.91,71.95
2020,1,3,14,50,114,204,172,41.71,73.32
2020,1,3,15,0,82,425,193,42.8,74.74
2020,1,3,15,10,68,465,179,42.8,76.21
2020,1,3,15,20,63,416,152,42.8,77.71
2020,1,3,15,30,59,356,125,42.8,79.26
2020,1,3,15,40,55,250,94,42.8,80.84
2020,1,3,15,50,47,162,68,42.8,82.44
2020,1,3,16,0,35,193,55,40.87,84.08
2020,1,3,16,10,26,148,37,41.46,85.73
2020,1,3,16,20,17,0,17,41.73,87.38
2020,1,3,16,30,0,0,0,42.01,89
2020,1,3,16,40,0,0,0,39.47,91.15
2020,1,3,16,50,0,0,0,39.74,92.94
2020,1,3,17,0,0,0,0,40,94.76
2020,1,3,17,10,0,0,0,40.26,96.6
2020,1,3,17,20,0,0,0,40.53,98.46
2020,1,3,17,30,0,0,0,40.8,100.34
2020,1,3,17,40,0,0,0,39.94,102.24
2020,1,3,17,50,0,0,0,40.21,104.15
2020,1,3,18,0,0,0,0,40.52,106.07
2020,1,3,18,10,0,0,0,40.79,108.01
2020,1,3,18,20,0,0,0,40.79,109.96
2020,1,3,18,30,0,0,0,41.06,111.92
2020,1,3,18,40,0,0,0,40.58,113.89
2020,1,3,18,50,0,0,0,40.85,115.87
2020,1,3,19,0,0,0,0,40.85,117.86
2020,1,3,19,10,0,0,0,41.12,119.86
2020,1,3,19,20,0,0,0,41.4,121.86
2020,1,3,19,30,0,0,0,41.68,123.87
2020,1,3,19,40,0,0,0,41.16,125.88
2020,1,3,19,50,0,0,0,41.43,127.89
2020,1,3,20,0,0,0,0,41.71,129.91
2020,1,3,20,10,0,0,0,41.99,131.93
2020,1,3,20,20,0,0,0,42.27,133.94
2020,1,3,20,30,0,0,0,42.56,135.96
2020,1,3,20,40,0,0,0,42.26,137.97
2020,1,3,20,50,0,0,0,42.26,139.97
2020,1,3,21,0,0,0,0,42.54,141.97
2020,1,3,21,10,0,0,0,42.83,143.96
2020,1,3,21,20,0,0,0,42.83,145.93
2020,1,3,21,30,0,0,0,43.12,147.89
2020,1,3,21,40,0,0,0,42.96,149.82
2020,1,3,21,50,0,0,0,43.25,151.73
2020,1,3,22,0,0,0,0,43.25,153.61
2020,1,3,22,10,0,0,0,43.54,155.44
2020,1,3,22,20,0,0,0,43.84,157.21
2020,1,3,22,30,0,0,0,43.84,158.92
2020,1,3,22,40,0,0,0,44.15,160.54
2020,1,3,22,50,0,0,0,44.1,162.05
2020,1,3,23,0,0,0,0,44.4,163.41
2020,1,3,23,10,0,0,0,44.7,164.58
2020,1,3,23,20,0,0,0,44.7,165.53
2020,1,3,23,30,0,0,0,44.7,166.2
2020,1,3,23,40,0,0,0,44.92,166.56
2020,1,3,23,50,0,0,0,44.92,166.56
2020,1,4,0,0,0,0,0,45.23,166.23
2020,1,4,0,10,0,0,0,45.23,165.57
2020,1,4,0,20,0,0,0,45.53,164.63
2020,1,4,0,30,0,0,0,45.53,163.46
2020,1,4,0,40,0,0,0,45.41,162.11
2020,1,4,0,50,0,0,0,45.72,160.61
2020,1,4,1,0,0,0,0,45.72,158.99
2020,1,4,1,10,0,0,0,46.03,157.29
2020,1,4,1,20,0,0,0,46.34,155.51
2020,1,4,1,30,0,0,0,46.66,153.69
2020,1,4,1,40,0,0,0,46.9,151.81
2020,1,4,1,50,0,0,0,46.9,149.91
2020,1,4,2,0,0,0,0,47.22,147.97
2020,1,4,2,10,0,0,0,47.55,146.02
2020,1,4,2,20,0,0,0,47.87,144.04
2020,1,4,2,30,0,0,0,48.2,142.06
2020,1,4,2,40,0,0,0,48.34,140.06
2020,1,4,2,50,0,0,0,48.67,138.05
2020,1,4,3,0,0,0,0,49,136.04
2020,1,4,3,10,0,0,0,49.34,134.03
2020,1,4,3,20,0,0,0,49.68,132.01
2020,1,4,3,30,0,0,0,50.02,129.99
2020,1,4,3,40,0,0,0,50.03,127.97
2020,1,4,3,50,0,0,0,50.37,125.96
2020,1,4,4,0,0,0,0,50.72,123.95
2020,1,4,4,10,0,0,0,51.42,121.94
2020,1,4,4,20,0,0,0,51.78,119.93
2020,1,4,4,30,0,0,0,52.5,117.94
2020,1,4,4,40,0,0,0,52.45,115.95
2020,1,4,4,50,0,0,0,52.81,113.96
2020,1,4,5,0,0,0,0,53.55,111.99
2020,1,4,5,10,0,0,0,53.92,110.03
2020,1,4,5,20,0,0,0,54.67,108.08
2020,1,4,5,30,0,0,0,55.05,106.14
2020,1,4,5,40,0,0,0,55.38,104.21
2020,1,4,5,50,0,0,0,55.77,102.3
2020,1,4,6,0,0,0,0,56.16,100.4
2020,1,4,6,10,0,0,0,56.16,98.52
2020,1,4,6,20,0,0,0,56.16,96.66
2020,1,4,6,30,0,0,0,56.16,94.82
2020,1,4,6,40,0,0,0,58.97,92.99
2020,1,4,6,50,0,0,0,59.03,91.19
2020,1,4,7,0,0,0,0,59.03,89.03
2020,1,4,7,10,17,0,17,57.02,87.42
2020,1,4,7,20,26,101,34,55.07,85.76
2020,1,4,7,30,36,161,52,53.58,84.11
2020,1,4,7,40,39,366,87,54.62,82.47
2020,1,4,7,50,52,292,99,52.78,80.86
2020,1,4,8,0,58,365,126,51.36,79.28
2020,1,4,8,10,57,489,161,49.98,77.73
2020,1,4,8,20,58,552,190,48.98,76.22
2020,1,4,8,30,72,505,205,47.67,74.75
2020,1,4,8,40,83,486,222,46.15,73.33
2020,1,4,8,50,79,571,256,45.23,71.95
2020,1,4,9,0,139,112,176,44.03,70.62
2020,1,4,9,10,149,153,203,42.87,69.35
2020,1,4,9,20,160,129,207,42.02,68.13
2020,1,4,9,30,148,359,288,40.92,66.98
2020,1,4,9,40,176,202,259,41.4,65.88
2020,1,4,9,50,187,137,245,40.32,64.86
2020,1,4,10,0,178,324,320,39.28,63.9
2020,1,4,10,10,89,739,424,38.26,63.02
2020,1,4,10,20,64,876,473,37.48,62.21
2020,1,4,10,30,65,888,489,36.51,61.49
2020,1,4,10,40,66,906,507,36.44,60.85
2020,1,4,10,50,85,802,483,35.73,60.29
2020,1,4,11,0,69,938,541,34.82,59.82
2020,1,4,11,10,93,785,492,34.15,59.44
2020,1,4,11,20,82,832,509,33.68,59.15
2020,1,4,11,30,81,841,515,33.04,58.96
2020,1,4,11,40,85,826,512,32.59,58.86
2020,1,4,11,50,70,901,536,31.97,58.86
2020,1,4,12,0,70,945,558,31.56,58.95
2020,1,4,12,10,75,863,518,31.16,59.13
2020,1,4,12,20,70,941,549,30.97,59.41
2020,1,4,12,30,110,718,471,30.58,59.78
2020,1,4,12,40,86,798,483,30.07,60.24
2020,1,4,12,50,78,823,480,29.69,60.78
2020,1,4,13,0,71,912,507,29.5,61.42
2020,1,4,13,10,64,888,479,29.5,62.13
2020,1,4,13,20,63,876,461,29.69,62.93
2020,1,4,13,30,62,854,439,29.69,63.8
2020,1,4,13,40,71,784,406,29.94,64.75
2020,1,4,13,50,59,840,403,30.13,65.77
2020,1,4,14,0,67,763,367,30.13,66.86
2020,1,4,14,10,134,392,281,30.91,68
2020,1,4,14,20,87,616,305,31.5,69.21
2020,1,4,14,30,135,232,212,32.11,70.48
2020,1,4,14,40,58,793,306,39.23,71.8
2020,1,4,14,50,64,628,245,39.99,73.18
2020,1,4,15,0,53,745,251,41.04,74.6
2020,1,4,15,10,51,715,223,41.04,76.06
2020,1,4,15,20,48,681,194,41.04,77.57
2020,1,4,15,30,44,641,165,41.04,79.11
2020,1,4,15,40,57,212,92,41.04,80.69
2020,1,4,15,50,48,171,71,41.04,82.3
2020,1,4,16,0,37,149,53,44.04,83.93
2020,1,4,16,10,26,225,44,44.62,85.59
2020,1,4,16,20,24,0,24,45.56,87.24
2020,1,4,16,30,8,0,8,46.16,88.86
2020,1,4,16,40,0,0,0,46.09,91
2020,1,4,16,50,0,0,0,46.7,92.8
2020,1,4,17,0,0,0,0,47.64,94.62
2020,1,4,17,10,0,0,0,48.28,96.46
2020,1,4,17,20,0,0,0,48.93,98.32
2020,1,4,17,30,0,0,0,49.59,100.2
2020,1,4,17,40,0,0,0,50.08,102.09
2020,1,4,17,50,0,0,0,50.75,104
2020,1,4,18,0,0,0,0,51.78,105.93
2020,1,4,18,10,0,0,0,52.13,107.86
2020,1,4,18,20,0,0,0,52.84,109.82
2020,1,4,18,30,0,0,0,53.56,111.78
2020,1,4,18,40,0,0,0,53.18,113.75
2020,1,4,18,50,0,0,0,53.96,115.73
2020,1,4,19,0,0,0,0,54.69,117.72
2020,1,4,19,10,0,0,0,55.07,119.71
2020,1,4,19,20,0,0,0,55.44,121.72
2020,1,4,19,30,0,0,0,55.82,123.72
2020,1,4,19,40,0,0,0,55.05,125.74
2020,1,4,19,50,0,0,0,55.42,127.75
2020,1,4,20,0,0,0,0,55.8,129.77
2020,1,4,20,10,0,0,0,56.18,131.79
2020,1,4,20,20,0,0,0,56.18,133.8
2020,1,4,20,30,0,0,0,56.57,135.82
2020,1,4,20,40,0,0,0,55.88,137.83
