Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle
2019,1,1,0,0,0,0,0,40.83,166.4
2019,1,1,0,10,0,0,0,41.13,165.7
2019,1,1,0,20,0,0,0,41.13,164.71
2019,1,1,0,30,0,0,0,41.13,163.5
2019,1,1,0,40,0,0,0,41.48,162.12
2019,1,1,0,50,0,0,0,41.48,160.59
2019,1,1,1,0,0,0,0,41.79,158.95
2019,1,1,1,10,0,0,0,41.79,157.23
2019,1,1,1,20,0,0,0,41.83,155.44
2019,1,1,1,30,0,0,0,41.83,153.6
2019,1,1,1,40,0,0,0,41.1,151.71
2019,1,1,1,50,0,0,0,41.1,149.8
2019,1,1,2,0,0,0,0,41.1,147.86
2019,1,1,2,10,0,0,0,41.1,145.89
2019,1,1,2,20,0,0,0,41.41,143.92
2019,1,1,2,30,0,0,0,41.41,141.93
2019,1,1,2,40,0,0,0,39.02,139.93
2019,1,1,2,50,0,0,0,39.02,137.92
2019,1,1,3,0,0,0,0,39.31,135.91
2019,1,1,3,10,0,0,0,39.31,133.89
2019,1,1,3,20,0,0,0,39.31,131.87
2019,1,1,3,30,0,0,0,39.6,129.85
2019,1,1,3,40,0,0,0,37.08,127.84
2019,1,1,3,50,0,0,0,37.12,125.82
2019,1,1,4,0,0,0,0,37.4,123.81
2019,1,1,4,10,0,0,0,37.4,121.81
2019,1,1,4,20,0,0,0,37.4,119.8
2019,1,1,4,30,0,0,0,37.4,117.81
2019,1,1,4,40,0,0,0,35.98,115.82
2019,1,1,4,50,0,0,0,35.98,113.84
2019,1,1,5,0,0,0,0,35.98,111.87
2019,1,1,5,10,0,0,0,36.01,109.91
2019,1,1,5,20,0,0,0,36.28,107.96
2019,1,1,5,30,0,0,0,36.28,106.03
2019,1,1,5,40,0,0,0,35.19,104.11
2019,1,1,5,50,0,0,0,35.19,102.2
2019,1,1,6,0,0,0,0,35.19,100.31
2019,1,1,6,10,0,0,0,34.43,98.43
2019,1,1,6,20,0,0,0,33.96,96.57
2019,1,1,6,30,0,0,0,33.47,94.74
2019,1,1,6,40,0,0,0,31.62,92.92
2019,1,1,6,50,0,0,0,31.17,91.13
2019,1,1,7,0,11,245,15,30.49,88.97
2019,1,1,7,10,17,375,34,29.84,87.36
2019,1,1,7,20,22,475,58,29.19,85.72
2019,1,1,7,30,27,555,85,28.6,84.07
2019,1,1,7,40,32,620,113,25.91,82.44
2019,1,1,7,50,35,673,143,25.36,80.84
2019,1,1,8,0,39,717,172,24.82,79.26
2019,1,1,8,10,42,755,202,24.29,77.73
2019,1,1,8,20,44,787,232,23.95,76.22
2019,1,1,8,30,47,814,261,23.61,74.77
2019,1,1,8,40,49,836,289,21.87,73.35
2019,1,1,8,50,51,857,316,21.57,71.98
2019,1,1,9,0,53,891,348,21.11,70.67
2019,1,1,9,10,55,907,374,20.82,69.41
2019,1,1,9,20,56,921,398,20.53,68.2
2019,1,1,9,30,57,934,421,20.24,67.06
2019,1,1,9,40,59,944,443,19.58,65.98
2019,1,1,9,50,60,954,463,19.31,64.97
2019,1,1,10,0,61,963,482,19.04,64.02
2019,1,1,10,10,62,970,500,18.78,63.15
2019,1,1,10,20,62,977,515,18.52,62.36
2019,1,1,10,30,63,982,529,18.26,61.65
2019,1,1,10,40,63,987,542,18,61.02
2019,1,1,10,50,64,991,552,17.74,60.48
2019,1,1,11,0,64,995,561,17.49,60.02
2019,1,1,11,10,65,997,568,17.37,59.66
2019,1,1,11,20,65,999,574,17.13,59.38
2019,1,1,11,30,65,1001,577,17.01,59.2
2019,1,1,11,40,64,1004,579,16.88,59.12
2019,1,1,11,50,64,1004,579,16.77,59.12
2019,1,1,12,0,63,989,569,16.52,59.22
2019,1,1,12,10,63,987,565,16.41,59.42
2019,1,1,12,20,63,985,560,16.29,59.71
2019,1,1,12,30,63,983,553,16.29,60.09
2019,1,1,12,40,62,981,544,16.22,60.55
2019,1,1,12,50,61,977,533,16.11,61.11
2019,1,1,13,0,61,972,521,16,61.75
2019,1,1,13,10,60,966,506,16,62.48
2019,1,1,13,20,59,960,491,16,63.28
2019,1,1,13,30,58,952,473,16,64.16
2019,1,1,13,40,57,945,455,16.16,65.11
2019,1,1,13,50,56,936,434,16.03,66.14
2019,1,1,14,0,55,925,413,16.03,67.23
2019,1,1,14,10,54,912,390,16.26,68.38
2019,1,1,14,20,52,898,365,16.48,69.59
2019,1,1,14,30,51,882,340,16.73,70.86
2019,1,1,14,40,48,868,313,19.76,72.19
2019,1,1,14,50,46,847,286,19.9,73.56
2019,1,1,15,0,44,823,258,20.17,74.98
2019,1,1,15,10,42,796,229,20.17,76.45
2019,1,1,15,20,40,764,199,20.17,77.95
2019,1,1,15,30,37,726,169,20.17,79.5
2019,1,1,15,40,34,681,139,20.17,81.08
2019,1,1,15,50,30,628,110,20.17,82.69
2019,1,1,16,0,26,566,82,31.59,84.32
2019,1,1,16,10,21,485,55,31.82,85.97
2019,1,1,16,20,15,383,31,32.05,87.61
2019,1,1,16,30,0,0,0,32.51,89.2
2019,1,1,16,40,0,0,0,31.12,91.4
2019,1,1,16,50,0,0,0,31.34,93.19
2019,1,1,17,0,0,0,0,31.57,95.01
2019,1,1,17,10,0,0,0,31.8,96.85
2019,1,1,17,20,0,0,0,32.26,98.71
2019,1,1,17,30,0,0,0,32.52,100.59
2019,1,1,17,40,0,0,0,32.59,102.48
2019,1,1,17,50,0,0,0,32.83,104.39
2019,1,1,18,0,0,0,0,33.07,106.32
2019,1,1,18,10,0,0,0,33.31,108.26
2019,1,1,18,20,0,0,0,33.55,110.21
2019,1,1,18,30,0,0,0,33.79,112.17
2019,1,1,18,40,0,0,0,33.77,114.14
2019,1,1,18,50,0,0,0,34.02,116.12
2019,1,1,19,0,0,0,0,34.27,118.11
2019,1,1,19,10,0,0,0,34.52,120.1
2019,1,1,19,20,0,0,0,34.77,122.1
2019,1,1,19,30,0,0,0,35.02,124.11
2019,1,1,19,40,0,0,0,34.8,126.12
2019,1,1,19,50,0,0,0,35.06,128.14
2019,1,1,20,0,0,0,0,35.31,130.15
2019,1,1,20,10,0,0,0,35.57,132.17
2019,1,1,20,20,0,0,0,35.83,134.19
2019,1,1,20,30,0,0,0,36.1,136.2
2019,1,1,20,40,0,0,0,35.93,138.21
2019,1,1,20,50,0,0,0,36.19,140.22
2019,1,1,21,0,0,0,0,36.46,142.22
2019,1,1,21,10,0,0,0,36.72,144.2
2019,1,1,21,20,0,0,0,36.99,146.18
2019,1,1,21,30,0,0,0,37.27,148.14
2019,1,1,21,40,0,0,0,37.66,150.07
2019,1,1,21,50,0,0,0,37.98,151.98
2019,1,1,22,0,0,0,0,38.26,153.85
2019,1,1,22,10,0,0,0,38.26,155.69
2019,1,1,22,20,0,0,0,38.26,157.46
2019,1,1,22,30,0,0,0,38.54,159.17
2019,1,1,22,40,0,0,0,38.15,160.79
2019,1,1,22,50,0,0,0,38.15,162.29
2019,1,1,23,0,0,0,0,38.43,163.65
2019,1,1,23,10,0,0,0,38.43,164.82
2019,1,1,23,20,0,0,0,38.15,165.75
2019,1,1,23,30,0,0,0,38.15,166.41
2019,1,1,23,40,0,0,0,36.89,166.73
2019,1,1,23,50,0,0,0,36.89,166.71
2019,1,2,0,0,0,0,0,36.62,166.35
2019,1,2,0,10,0,0,0,36.89,165.66
2019,1,2,0,20,0,0,0,36.89,164.69
2019,1,2,0,30,0,0,0,36.89,163.5
2019,1,2,0,40,0,0,0,36.05,162.12
2019,1,2,0,50,0,0,0,36.05,160.6
2019,1,2,1,0,0,0,0,36.05,158.97
2019,1,2,1,10,0,0,0,36.05,157.25
2019,1,2,1,20,0,0,0,36.32,155.47
2019,1,2,1,30,0,0,0,36.32,153.63
2019,1,2,1,40,0,0,0,35.86,151.75
2019,1,2,1,50,0,0,0,36.12,149.84
2019,1,2,2,0,0,0,0,36.12,147.9
2019,1,2,2,10,0,0,0,36.39,145.94
2019,1,2,2,20,0,0,0,36.39,143.97
2019,1,2,2,30,0,0,0,36.39,141.98
2019,1,2,2,40,0,0,0,36.45,139.98
2019,1,2,2,50,0,0,0,36.45,137.97
2019,1,2,3,0,0,0,0,36.45,135.96
2019,1,2,3,10,0,0,0,36.72,133.94
2019,1,2,3,20,0,0,0,36.72,131.93
2019,1,2,3,30,0,0,0,36.72,129.91
2019,1,2,3,40,0,0,0,36.8,127.89
2019,1,2,3,50,0,0,0,37.07,125.88
2019,1,2,4,0,0,0,0,37.07,123.86
2019,1,2,4,10,0,0,0,37.07,121.86
2019,1,2,4,20,0,0,0,37.07,119.85
2019,1,2,4,30,0,0,0,37.07,117.86
2019,1,2,4,40,0,0,0,37.17,115.87
2019,1,2,4,50,0,0,0,37.17,113.89
2019,1,2,5,0,0,0,0,37.17,111.92
2019,1,2,5,10,0,0,0,37.17,109.96
2019,1,2,5,20,0,0,0,37.21,108.01
2019,1,2,5,30,0,0,0,37.21,106.07
2019,1,2,5,40,0,0,0,37.41,104.15
2019,1,2,5,50,0,0,0,37.41,102.24
2019,1,2,6,0,0,0,0,37.41,100.35
2019,1,2,6,10,0,0,0,36.86,98.47
2019,1,2,6,20,0,0,0,36.05,96.61
2019,1,2,6,30,0,0,0,35.26,94.77
2019,1,2,6,40,0,0,0,34.59,92.95
2019,1,2,6,50,0,0,0,33.84,91.16
2019,1,2,7,0,10,293,15,33.35,88.99
2019,1,2,7,10,16,418,35,32.39,87.38
2019,1,2,7,20,21,515,59,31.69,85.74
2019,1,2,7,30,25,592,86,30.78,84.09
2019,1,2,7,40,29,654,115,29.03,82.46
2019,1,2,7,50,32,706,144,28.41,80.85
2019,1,2,8,0,35,748,174,27.63,79.27
2019,1,2,8,10,38,784,204,27.04,77.73
2019,1,2,8,20,40,815,234,26.47,76.23
2019,1,2,8,30,42,841,263,25.91,74.77
2019,1,2,8,40,44,862,291,23.3,73.35
2019,1,2,8,50,46,882,318,22.97,71.98
2019,1,2,9,0,47,899,345,22.49,70.66
2019,1,2,9,10,49,915,371,22.01,69.39
2019,1,2,9,20,50,928,395,21.55,68.18
2019,1,2,9,30,51,940,418,21.25,67.03
2019,1,2,9,40,54,947,439,19.34,65.95
2019,1,2,9,50,54,957,460,18.93,64.93
2019,1,2,10,0,55,965,479,18.65,63.98
2019,1,2,10,10,56,972,496,18.26,63.11
2019,1,2,10,20,57,979,511,18.01,62.31
2019,1,2,10,30,57,984,525,17.76,61.6
2019,1,2,10,40,58,989,538,16.81,60.96
2019,1,2,10,50,58,993,548,16.58,60.42
2019,1,2,11,0,58,996,557,16.35,59.96
2019,1,2,11,10,59,998,564,16.12,59.59
2019,1,2,11,20,59,1000,569,15.9,59.31
2019,1,2,11,30,59,1002,573,15.67,59.12
2019,1,2,11,40,59,1002,575,15.43,59.03
2019,1,2,11,50,59,1002,575,15.22,59.03
2019,1,2,12,0,59,1002,573,15.01,59.13
2019,1,2,12,10,59,1001,569,14.91,59.32
2019,1,2,12,20,59,999,564,14.81,59.6
2019,1,2,12,30,58,996,557,14.71,59.98
2019,1,2,12,40,58,981,542,14.64,60.44
2019,1,2,12,50,57,977,531,14.54,61
2019,1,2,13,0,57,973,519,14.45,61.64
2019,1,2,13,10,56,967,505,14.45,62.36
2019,1,2,13,20,56,961,489,14.35,63.16
2019,1,2,13,30,55,953,472,14.35,64.04
2019,1,2,13,40,53,947,454,14.76,64.99
2019,1,2,13,50,52,937,434,14.66,66.01
2019,1,2,14,0,51,927,412,14.66,67.1
2019,1,2,14,10,50,915,389,14.97,68.25
2019,1,2,14,20,49,901,365,15.17,69.46
2019,1,2,14,30,48,885,340,15.49,70.73
2019,1,2,14,40,46,868,314,21.1,72.05
2019,1,2,14,50,44,848,286,21.54,73.42
2019,1,2,15,0,43,824,258,21.84,74.85
2019,1,2,15,10,41,797,229,21.84,76.31
2019,1,2,15,20,38,766,200,21.84,77.82
2019,1,2,15,30,36,729,170,21.84,79.36
2019,1,2,15,40,33,686,141,21.84,80.94
2019,1,2,15,50,29,633,112,21.84,82.55
2019,1,2,16,0,25,573,83,28.5,84.18
2019,1,2,16,10,21,495,57,28.5,85.83
2019,1,2,16,20,16,396,33,28.5,87.48
2019,1,2,16,30,0,0,0,28.5,89.08
2019,1,2,16,40,0,0,0,25.6,91.25
2019,1,2,16,50,0,0,0,25.6,93.05
2019,1,2,17,0,0,0,0,25.6,94.87
2019,1,2,17,10,0,0,0,25.78,96.71
2019,1,2,17,20,0,0,0,25.96,98.57
2019,1,2,17,30,0,0,0,26.15,100.45
2019,1,2,17,40,0,0,0,26.19,102.34
2019,1,2,17,50,0,0,0,26.19,104.25
2019,1,2,18,0,0,0,0,26.38,106.18
2019,1,2,18,10,0,0,0,26.56,108.12
2019,1,2,18,20,0,0,0,26.75,110.07
2019,1,2,18,30,0,0,0,26.94,112.03
2019,1,2,18,40,0,0,0,28.47,114
2019,1,2,18,50,0,0,0,28.68,115.98
2019,1,2,19,0,0,0,0,28.88,117.97
2019,1,2,19,10,0,0,0,28.88,119.96
2019,1,2,19,20,0,0,0,29.09,121.97
2019,1,2,19,30,0,0,0,29.3,123.97
2019,1,2,19,40,0,0,0,29.52,125.98
2019,1,2,19,50,0,0,0,29.73,128
2019,1,2,20,0,0,0,0,29.95,130.02
2019,1,2,20,10,0,0,0,29.95,132.03
2019,1,2,20,20,0,0,0,30.16,134.05
2019,1,2,20,30,0,0,0,30.38,136.06
2019,1,2,20,40,0,0,0,31.34,138.08
2019,1,2,20,50,0,0,0,31.56,140.08
2019,1,2,21,0,0,0,0,31.56,142.08
2019,1,2,21,10,0,0,0,31.79,144.07
2019,1,2,21,20,0,0,0,32.02,146.04
2019,1,2,21,30,0,0,0,32.02,148
2019,1,2,21,40,0,0,0,33.08,149.93
2019,1,2,21,50,0,0,0,33.32,151.84
2019,1,2,22,0,0,0,0,33.32,153.71
2019,1,2,22,10,0,0,0,33.56,155.54
2019,1,2,22,20,0,0,0,33.56,157.32
2019,1,2,22,30,0,0,0,33.8,159.03
2019,1,2,22,40,0,0,0,35.46,160.65
2019,1,2,22,50,0,0,0,35.46,162.15
2019,1,2,23,0,0,0,0,35.72,163.51
2019,1,2,23,10,0,0,0,35.72,164.69
2019,1,2,23,20,0,0,0,35.72,165.63
2019,1,2,23,30,0,0,0,35.98,166.29
2019,1,2,23,40,0,0,0,37.44,166.63
2019,1,2,23,50,0,0,0,37.44,166.63
2019,1,3,0,0,0,0,0,37.71,166.28
2019,1,3,0,10,0,0,0,37.71,165.61
2019,1,3,0,20,0,0,0,37.71,164.66
2019,1,3,0,30,0,0,0,37.71,163.48
2019,1,3,0,40,0,0,0,38.94,162.12
2019,1,3,0,50,0,0,0,39.22,160.61
2019,1,3,1,0,0,0,0,39.22,158.99
2019,1,3,1,10,0,0,0,39.22,157.28
2019,1,3,1,20,0,0,0,39.22,155.5
2019,1,3,1,30,0,0,0,39.22,153.66
2019,1,3,1,40,0,0,0,40.47,151.79
2019,1,3,1,50,0,0,0,40.47,149.88
2019,1,3,2,0,0,0,0,40.47,147.94
2019,1,3,2,10,0,0,0,40.47,145.99
2019,1,3,2,20,0,0,0,40.77,144.01
2019,1,3,2,30,0,0,0,40.77,142.02
2019,1,3,2,40,0,0,0,42.1,140.03
2019,1,3,2,50,0,0,0,42.4,138.02
2019,1,3,3,0,0,0,0,42.4,136.01
2019,1,3,3,10,0,0,0,42.4,133.99
2019,1,3,3,20,0,0,0,42.71,131.98
2019,1,3,3,30,0,0,0,42.71,129.96
2019,1,3,3,40,0,0,0,43.95,127.94
2019,1,3,3,50,0,0,0,44.27,125.92
2019,1,3,4,0,0,0,0,44.27,123.91
2019,1,3,4,10,0,0,0,44.27,121.9
2019,1,3,4,20,0,0,0,44.27,119.9
2019,1,3,4,30,0,0,0,44.27,117.9
2019,1,3,4,40,0,0,0,45.25,115.92
2019,1,3,4,50,0,0,0,45.59,113.93
2019,1,3,5,0,0,0,0,45.59,111.96
2019,1,3,5,10,0,0,0,45.59,110
2019,1,3,5,20,0,0,0,45.25,108.05
2019,1,3,5,30,0,0,0,45.25,106.11
2019,1,3,5,40,0,0,0,45.98,104.19
2019,1,3,5,50,0,0,0,45.98,102.27
2019,1,3,6,0,0,0,0,45.98,100.38
2019,1,3,6,10,0,0,0,45.31,98.5
2019,1,3,6,20,0,0,0,44.34,96.64
2019,1,3,6,30,0,0,0,43.7,94.8
2019,1,3,6,40,0,0,0,46.41,92.98
2019,1,3,6,50,0,0,0,45.74,91.18
2019,1,3,7,0,0,0,0,44.76,89.01
2019,1,3,7,10,16,380,33,43.19,87.4
2019,1,3,7,20,21,475,56,41.67,85.75
2019,1,3,7,30,25,552,82,40.22,84.1
2019,1,3,7,40,29,615,109,38.1,82.47
2019,1,3,7,50,32,666,138,36.78,80.86
2019,1,3,8,0,35,710,167,35.51,79.28
2019,1,3,8,10,37,746,196,34.77,77.73
2019,1,3,8,20,39,777,224,33.81,76.23
2019,1,3,8,30,41,804,253,32.89,74.76
2019,1,3,8,40,44,826,280,33.6,73.34
2019,1,3,8,50,45,846,307,32.68,71.96
2019,1,3,9,0,47,864,333,32.01,70.64
2019,1,3,9,10,48,879,358,31.14,69.37
2019,1,3,9,20,49,893,382,30.51,68.16
2019,1,3,9,30,50,906,404,29.89,67
2019,1,3,9,40,59,897,425,30.7,65.91
2019,1,3,9,50,60,907,445,30.04,64.89
2019,1,3,10,0,61,916,464,29.44,63.94
2019,1,3,10,10,62,924,481,29.04,63.06
2019,1,3,10,20,63,930,496,28.46,62.26
2019,1,3,10,30,64,936,510,28.08,61.54
2019,1,3,10,40,64,941,522,28.62,60.9
2019,1,3,10,50,65,946,532,28.2,60.35
2019,1,3,11,0,65,949,541,27.83,59.88
2019,1,3,11,10,65,952,548,27.46,59.51
2019,1,3,11,20,66,954,554,27.27,59.22
2019,1,3,11,30,66,955,557,26.91,59.03
2019,1,3,11,40,65,957,559,27.15,58.94
2019,1,3,11,50,65,957,559,26.97,58.93
2019,1,3,12,0,65,957,557,26.62,59.03
2019,1,3,12,10,65,955,554,26.44,59.21
2019,1,3,12,20,65,954,549,26.27,59.49
2019,1,3,12,30,64,951,542,26.09,59.87
2019,1,3,12,40,68,937,532,26.66,60.33
2019,1,3,12,50,68,932,522,26.48,60.88
2019,1,3,13,0,67,928,510,26.28,61.51
2019,1,3,13,10,66,922,496,26.28,62.23
2019,1,3,13,20,66,915,481,26.28,63.03
2019,1,3,13,30,65,907,464,26.28,63.91
2019,1,3,13,40,63,900,446,26.89,64.85
2019,1,3,13,50,62,890,426,26.89,65.87
2019,1,3,14,0,61,878,405,26.89,66.96
2019,1,3,14,10,59,865,382,27.43,68.11
2019,1,3,14,20,58,850,358,27.99,69.32
2019,1,3,14,30,56,834,333,28.36,70.59
2019,1,3,14,40,54,817,308,33.95,71.91
2019,1,3,14,50,52,795,281,34.64,73.28
2019,1,3,15,0,50,771,253,35.11,74.7
2019,1,3,15,10,47,742,225,35.11,76.17
2019,1,3,15,20,45,709,196,35.11,77.67
2019,1,3,15,30,41,670,167,35.11,79.22
2019,1,3,15,40,38,624,138,35.11,80.8
2019,1,3,15,50,34,568,109,35.11,82.41
2019,1,3,16,0,29,505,81,36.45,84.04
2019,1,3,16,10,24,424,56,36.95,85.69
2019,1,3,16,20,18,322,32,37.21,87.35
2019,1,3,16,30,11,196,15,37.72,88.96
2019,1,3,16,40,0,0,0,37.36,91.11
2019,1,3,16,50,0,0,0,37.62,92.91
2019,1,3,17,0,0,0,0,38.14,94.73
2019,1,3,17,10,0,0,0,38.67,96.57
2019,1,3,17,20,0,0,0,38.94,98.43
2019,1,3,17,30,0,0,0,39.21,100.31
2019,1,3,17,40,0,0,0,40.27,102.2
2019,1,3,17,50,0,0,0,40.55,104.11
2019,1,3,18,0,0,0,0,40.83,106.04
2019,1,3,18,10,0,0,0,41.12,107.97
2019,1,3,18,20,0,0,0,41.4,109.92
2019,1,3,18,30,0,0,0,41.4,111.89
2019,1,3,18,40,0,0,0,42.4,113.86
2019,1,3,18,50,0,0,0,42.7,115.84
2019,1,3,19,0,0,0,0,42.7,117.83
2019,1,3,19,10,0,0,0,42.7,119.82
2019,1,3,19,20,0,0,0,43,121.82
2019,1,3,19,30,0,0,0,43,123.83
2019,1,3,19,40,0,0,0,43.68,125.84
2019,1,3,19,50,0,0,0,43.99,127.86
2019,1,3,20,0,0,0,0,43.99,129.88
2019,1,3,20,10,0,0,0,43.99,131.89
2019,1,3,20,20,0,0,0,44.29,133.91
2019,1,3,20,30,0,0,0,44.29,135.92
2019,1,3,20,40,0,0,0,44.76,137.93
2019,1,3,20,50,0,0,0,45.07,139.94
2019,1,3,21,0,0,0,0,45.07,141.94
2019,1,3,21,10,0,0,0,45.39,143.92
2019,1,3,21,20,0,0,0,45.39,145.9
2019,1,3,21,30,0,0,0,45.71,147.85
2019,1,3,21,40,0,0,0,46.28,149.79
2019,1,3,21,50,0,0,0,46.28,151.7
2019,1,3,22,0,0,0,0,46.61,153.57
2019,1,3,22,10,0,0,0,46.94,155.4
2019,1,3,22,20,0,0,0,47.27,157.18
2019,1,3,22,30,0,0,0,47.6,158.88
2019,1,3,22,40,0,0,0,48.11,160.5
2019,1,3,22,50,0,0,0,48.45,162.01
2019,1,3,23,0,0,0,0,48.79,163.37
2019,1,3,23,10,0,0,0,49.13,164.55
2019,1,3,23,20,0,0,0,49.48,165.5
2019,1,3,23,30,0,0,0,49.83,166.17
2019,1,3,23,40,0,0,0,50.4,166.53
2019,1,3,23,50,0,0,0,50.75,166.54
2019,1,4,0,0,0,0,0,51.11,166.21
2019,1,4,0,10,0,0,0,51.48,165.55
2019,1,4,0,20,0,0,0,52.21,164.62
2019,1,4,0,30,0,0,0,52.58,163.45
2019,1,4,0,40,0,0,0,53.13,162.1
2019,1,4,0,50,0,0,0,53.51,160.61
2019,1,4,1,0,0,0,0,54.28,158.99
2019,1,4,1,10,0,0,0,54.67,157.29
2019,1,4,1,20,0,0,0,55,155.52
2019,1,4,1,30,0,0,0,55.79,153.69
2019,1,4,1,40,0,0,0,56.41,151.82
2019,1,4,1,50,0,0,0,57.23,149.91
2019,1,4,2,0,0,0,0,57.64,147.98
2019,1,4,2,10,0,0,0,58.05,146.02
2019,1,4,2,20,0,0,0,58.47,144.05
2019,1,4,2,30,0,0,0,58.89,142.06
2019,1,4,2,40,0,0,0,59.9,140.07
2019,1,4,2,50,0,0,0,60.33,138.06
2019,1,4,3,0,0,0,0,60.77,136.05
2019,1,4,3,10,0,0,0,60.77,134.04
2019,1,4,3,20,0,0,0,61.21,132.02
2019,1,4,3,30,0,0,0,61.21,130
2019,1,4,3,40,0,0,0,62.44,127.98
2019,1,4,3,50,0,0,0,62.44,125.97
2019,1,4,4,0,0,0,0,62.44,123.96
2019,1,4,4,10,0,0,0,62.89,121.95
2019,1,4,4,20,0,0,0,62.89,119.94
2019,1,4,4,30,0,0,0,62.89,117.95
2019,1,4,4,40,0,0,0,63.71,115.95
2019,1,4,4,50,0,0,0,63.71,113.97
2019,1,4,5,0,0,0,0,63.71,112
2019,1,4,5,10,0,0,0,63.71,110.04
2019,1,4,5,20,0,0,0,63.25,108.08
2019,1,4,5,30,0,0,0,63.25,106.14
2019,1,4,5,40,0,0,0,63.72,104.22
2019,1,4,5,50,0,0,0,63.72,102.3
2019,1,4,6,0,0,0,0,63.27,100.41
2019,1,4,6,10,0,0,0,62.36,98.53
2019,1,4,6,20,0,0,0,61.03,96.66
2019,1,4,6,30,0,0,0,59.73,94.82
2019,1,4,6,40,0,0,0,59.27,93
2019,1,4,6,50,0,0,0,58.08,91.2
2019,1,4,7,0,0,0,0,56.85,89.03
2019,1,4,7,10,17,353,33,54.1,87.42
2019,1,4,7,20,23,456,57,51.86,85.76
2019,1,4,7,30,28,537,83,49.72,84.11
2019,1,4,7,40,32,603,111,48.15,82.47
2019,1,4,7,50,36,657,141,46.18,80.86
2019,1,4,8,0,40,702,170,44.31,79.28
2019,1,4,8,10,42,740,200,43.1,77.73
2019,1,4,8,20,45,773,229,41.94,76.22
2019,1,4,8,30,47,801,258,40.53,74.75
2019,1,4,8,40,49,827,286,38.39,73.32
2019,1,4,8,50,51,848,314,37.37,71.94
2019,1,4,9,0,53,866,340,36.37,70.61
2019,1,4,9,10,54,882,365,35.64,69.34
2019,1,4,9,20,55,897,389,34.7,68.12
2019,1,4,9,30,57,909,412,33.78,66.97
2019,1,4,9,40,57,922,434,31.43,65.87
2019,1,4,9,50,58,932,454,30.81,64.84
2019,1,4,10,0,59,940,473,30,63.89
2019,1,4,10,10,60,948,490,29.41,63
2019,1,4,10,20,60,954,506,29.03,62.2
2019,1,4,10,30,61,960,520,28.43,61.47
2019,1,4,10,40,62,965,532,27.15,60.83
2019,1,4,10,50,62,969,543,26.62,60.27
2019,1,4,11,0,62,972,551,26.1,59.8
2019,1,4,11,10,63,975,559,25.9,59.42
2019,1,4,11,20,63,986,569,25.57,59.13
2019,1,4,11,30,63,988,573,25.4,58.94
2019,1,4,11,40,63,990,575,24.59,58.83
2019,1,4,11,50,63,990,575,24.27,58.83
2019,1,4,12,0,63,989,573,24.11,58.92
2019,1,4,12,10,62,988,570,23.96,59.1
2019,1,4,12,20,62,986,565,23.78,59.38
2019,1,4,12,30,62,984,558,23.62,59.74
2019,1,4,12,40,62,981,549,22.87,60.2
2019,1,4,12,50,61,977,538,22.72,60.75
2019,1,4,13,0,61,972,526,22.58,61.38
2019,1,4,13,10,60,966,512,22.72,62.1
2019,1,4,13,20,59,960,497,22.72,62.89
2019,1,4,13,30,59,953,480,22.87,63.77
2019,1,4,13,40,58,943,461,23.17,64.72
2019,1,4,13,50,57,934,441,23.17,65.73
2019,1,4,14,0,56,923,419,23.32,66.82
2019,1,4,14,10,55,911,397,23.78,67.97
2019,1,4,14,20,54,897,372,24.25,69.18
2019,1,4,14,30,52,881,347,24.73,70.45
2019,1,4,14,40,51,863,321,30.25,71.77
2019,1,4,14,50,49,843,293,30.85,73.14
2019,1,4,15,0,47,819,265,31.67,74.56
2019,1,4,15,10,45,793,236,31.67,76.02
2019,1,4,15,20,42,761,207,31.67,77.53
2019,1,4,15,30,39,724,177,31.67,79.07
2019,1,4,15,40,36,681,147,31.67,80.65
2019,1,4,15,50,33,628,117,31.67,82.26
2019,1,4,16,0,29,561,88,31.34,83.9
2019,1,4,16,10,24,482,61,31.55,85.55
2019,1,4,16,20,18,382,36,31.98,87.21
2019,1,4,16,30,12,255,17,32.2,88.83
2019,1,4,16,40,0,0,0,31.83,90.96
2019,1,4,16,50,0,0,0,32.26,92.76
2019,1,4,17,0,0,0,0,32.48,94.58
2019,1,4,17,10,0,0,0,32.92,96.42
2019,1,4,17,20,0,0,0,33.14,98.28
2019,1,4,17,30,0,0,0,33.6,100.16
2019,1,4,17,40,0,0,0,33.11,102.05
2019,1,4,17,50,0,0,0,33.56,103.96
2019,1,4,18,0,0,0,0,33.79,105.89
2019,1,4,18,10,0,0,0,34.25,107.83
2019,1,4,18,20,0,0,0,34.49,109.78
2019,1,4,18,30,0,0,0,34.96,111.74
2019,1,4,18,40,0,0,0,34.06,113.71
2019,1,4,18,50,0,0,0,34.53,115.69
2019,1,4,19,0,0,0,0,34.77,117.68
2019,1,4,19,10,0,0,0,35.01,119.68
2019,1,4,19,20,0,0,0,35.49,121.68
2019,1,4,19,30,0,0,0,35.74,123.69
2019,1,4,19,40,0,0,0,35.28,125.7
2019,1,4,19,50,0,0,0,35.52,127.72
2019,1,4,20,0,0,0,0,36.01,129.73
2019,1,4,20,10,0,0,0,36.26,131.75
2019,1,4,20,20,0,0,0,36.52,133.77
2019,1,4,20,30,0,0,0,36.77,135.78
2019,1,4,20,40,0,0,0,36.83,137.79
2019,1,4,20,50,0,0,0,37.08,139.8
2019,1,4,21,0,0,0,0,37.34,141.79
