Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Temperature,is_day
2021,1,1,0,0,0,0,0,58.41,166.38,4,FALSE
2021,1,1,0,10,0,0,0,58.83,165.68,3.9,FALSE
2021,1,1,0,20,0,0,0,58.83,164.7,3.9,FALSE
2021,1,1,0,30,0,0,0,59.24,163.5,3.8,FALSE
2021,1,1,0,40,0,0,0,58.29,162.12,3.8,FALSE
2021,1,1,0,50,0,0,0,58.7,160.6,3.7,FALSE
2021,1,1,1,0,0,0,0,58.7,158.96,3.7,FALSE
2021,1,1,1,10,0,0,0,58.7,157.24,3.7,FALSE
2021,1,1,1,20,0,0,0,59.12,155.45,3.6,FALSE
2021,1,1,1,30,0,0,0,59.12,153.61,3.6,FALSE
2021,1,1,1,40,0,0,0,57.8,151.73,3.6,FALSE
2021,1,1,1,50,0,0,0,58.21,149.82,3.5,FALSE
2021,1,1,2,0,0,0,0,58.21,147.88,3.5,FALSE
2021,1,1,2,10,0,0,0,58.21,145.92,3.5,FALSE
2021,1,1,2,20,0,0,0,58.21,143.94,3.5,FALSE
2021,1,1,2,30,0,0,0,58.62,141.95,3.4,FALSE
2021,1,1,2,40,0,0,0,57.19,139.95,3.4,FALSE
2021,1,1,2,50,0,0,0,57.19,137.95,3.4,FALSE
2021,1,1,3,0,0,0,0,57.25,135.93,3.4,FALSE
2021,1,1,3,10,0,0,0,57.66,133.92,3.3,FALSE
2021,1,1,3,20,0,0,0,57.66,131.9,3.3,FALSE
2021,1,1,3,30,0,0,0,58.06,129.88,3.2,FALSE
2021,1,1,3,40,0,0,0,57.02,127.86,3.1,FALSE
2021,1,1,3,50,0,0,0,57.02,125.85,3.1,FALSE
2021,1,1,4,0,0,0,0,57.42,123.84,3,FALSE
2021,1,1,4,10,0,0,0,57.42,121.83,3,FALSE
2021,1,1,4,20,0,0,0,57.42,119.83,3,FALSE
2021,1,1,4,30,0,0,0,57.83,117.83,2.9,FALSE
2021,1,1,4,40,0,0,0,56.51,115.85,2.9,FALSE
2021,1,1,4,50,0,0,0,56.51,113.87,2.9,FALSE
2021,1,1,5,0,0,0,0,56.97,111.9,2.8,FALSE
2021,1,1,5,10,0,0,0,56.97,109.94,2.8,FALSE
2021,1,1,5,20,0,0,0,57.37,107.99,2.7,FALSE
2021,1,1,5,30,0,0,0,57.78,106.05,2.6,FALSE
2021,1,1,5,40,0,0,0,56.68,104.13,2.6,FALSE
2021,1,1,5,50,0,0,0,57.08,102.22,2.5,FALSE
2021,1,1,6,0,0,0,0,57.49,100.33,2.4,FALSE
2021,1,1,6,10,0,0,0,56.28,98.45,2.7,FALSE
2021,1,1,6,20,0,0,0,55.1,96.59,3,FALSE
2021,1,1,6,30,0,0,0,54.38,94.75,3.2,FALSE
2021,1,1,6,40,0,0,0,52.65,92.94,3.5,FALSE
2021,1,1,6,50,0,0,0,51.55,91.14,3.8,FALSE
2021,1,1,7,0,10,226,14,50.84,88.99,4,TRUE
2021,1,1,7,10,17,348,33,49.09,87.38,4.5,TRUE
2021,1,1,7,20,23,446,56,47.41,85.73,5,TRUE
2021,1,1,7,30,28,525,82,46.11,84.08,5.4,TRUE
2021,1,1,7,40,32,589,110,44.14,82.45,5.9,TRUE
2021,1,1,7,50,36,643,138,42.94,80.85,6.3,TRUE
2021,1,1,8,0,40,688,168,41.49,79.27,6.8,TRUE
2021,1,1,8,10,43,725,197,40.64,77.73,7.1,TRUE
2021,1,1,8,20,45,758,226,39.55,76.23,7.5,TRUE
2021,1,1,8,30,48,786,254,38.49,74.77,7.9,TRUE
2021,1,1,8,40,50,810,282,36.56,73.35,8.2,TRUE
2021,1,1,8,50,52,831,309,35.63,71.98,8.6,TRUE
2021,1,1,9,0,53,849,335,34.68,70.66,9,TRUE
2021,1,1,9,10,55,865,359,33.99,69.4,9.3,TRUE
2021,1,1,9,20,56,880,383,33.31,68.19,9.6,TRUE
2021,1,1,9,30,58,892,406,32.65,67.05,9.9,TRUE
2021,1,1,9,40,61,896,426,30.77,65.97,10.2,TRUE
2021,1,1,9,50,62,906,446,30.16,64.95,10.5,TRUE
2021,1,1,10,0,63,915,464,29.57,64.01,10.8,TRUE
2021,1,1,10,10,64,931,485,29.15,63.13,11,TRUE
2021,1,1,10,20,65,938,500,28.57,62.34,11.3,TRUE
2021,1,1,10,30,66,944,514,28.2,61.63,11.5,TRUE
2021,1,1,10,40,66,950,526,26.81,61,11.7,TRUE
2021,1,1,10,50,66,954,537,26.46,60.45,11.9,TRUE
2021,1,1,11,0,67,958,546,26.12,59.99,12.1,TRUE
2021,1,1,11,10,67,960,553,25.78,59.62,12.3,TRUE
2021,1,1,11,20,67,962,558,25.61,59.35,12.4,TRUE
2021,1,1,11,30,67,964,561,25.25,59.16,12.6,TRUE
2021,1,1,11,40,67,966,563,24.24,59.07,12.7,TRUE
2021,1,1,11,50,67,966,563,24.09,59.08,12.8,TRUE
2021,1,1,12,0,67,965,561,23.77,59.18,13,TRUE
2021,1,1,12,10,67,964,558,23.77,59.37,13,TRUE
2021,1,1,12,20,66,962,552,23.62,59.66,13.1,TRUE
2021,1,1,12,30,66,959,545,23.62,60.03,13.1,TRUE
2021,1,1,12,40,67,951,536,22.78,60.5,13.2,TRUE
2021,1,1,12,50,67,946,525,22.78,61.06,13.2,TRUE
2021,1,1,13,0,66,941,513,22.63,61.7,13.3,TRUE
2021,1,1,13,10,66,935,499,22.63,62.42,13.3,TRUE
2021,1,1,13,20,65,929,483,22.78,63.22,13.2,TRUE
2021,1,1,13,30,64,921,466,22.78,64.1,13.2,TRUE
2021,1,1,13,40,62,914,448,22.46,65.05,13.1,TRUE
2021,1,1,13,50,61,903,428,22.46,66.07,13.1,TRUE
2021,1,1,14,0,60,892,406,22.46,67.16,13.1,TRUE
2021,1,1,14,10,59,879,383,22.9,68.32,12.8,TRUE
2021,1,1,14,20,57,864,359,23.21,69.53,12.6,TRUE
2021,1,1,14,30,55,847,334,23.51,70.8,12.4,TRUE
2021,1,1,14,40,53,829,308,23.79,72.12,12.2,TRUE
2021,1,1,14,50,51,807,280,24.27,73.5,11.9,TRUE
2021,1,1,15,0,49,782,252,24.59,74.92,11.7,TRUE
2021,1,1,15,10,47,753,224,24.59,76.38,11.7,TRUE
2021,1,1,15,20,44,719,195,24.59,77.89,11.7,TRUE
2021,1,1,15,30,41,680,165,24.59,79.43,11.7,TRUE
2021,1,1,15,40,37,633,136,24.59,81.01,11.7,TRUE
2021,1,1,15,50,33,578,107,24.59,82.62,11.7,TRUE
2021,1,1,16,0,28,510,79,30,84.25,8.7,TRUE
2021,1,1,16,10,23,426,53,30.2,85.9,8.6,TRUE
2021,1,1,16,20,17,322,30,30.4,87.55,8.5,TRUE
2021,1,1,16,30,0,0,0,30.82,89.15,8.3,TRUE
2021,1,1,16,40,0,0,0,31.06,91.33,8.2,FALSE
2021,1,1,16,50,0,0,0,31.27,93.12,8.1,FALSE
2021,1,1,17,0,0,0,0,31.7,94.94,7.9,FALSE
2021,1,1,17,10,0,0,0,31.91,96.78,7.8,FALSE
2021,1,1,17,20,0,0,0,32.16,98.64,7.7,FALSE
2021,1,1,17,30,0,0,0,32.38,100.52,7.6,FALSE
2021,1,1,17,40,0,0,0,32.58,102.41,7.5,FALSE
2021,1,1,17,50,0,0,0,32.8,104.32,7.4,FALSE
2021,1,1,18,0,0,0,0,33.25,106.25,7.2,FALSE
2021,1,1,18,10,0,0,0,33.25,108.19,7.2,FALSE
2021,1,1,18,20,0,0,0,33.48,110.14,7.1,FALSE
2021,1,1,18,30,0,0,0,33.71,112.1,7,FALSE
2021,1,1,18,40,0,0,0,33.84,114.07,6.9,FALSE
2021,1,1,18,50,0,0,0,34.07,116.05,6.8,FALSE
2021,1,1,19,0,0,0,0,34.31,118.04,6.7,FALSE
2021,1,1,19,10,0,0,0,34.31,120.03,6.7,FALSE
2021,1,1,19,20,0,0,0,34.54,122.04,6.6,FALSE
2021,1,1,19,30,0,0,0,34.78,124.04,6.5,FALSE
2021,1,1,19,40,0,0,0,34.65,126.06,6.5,FALSE
2021,1,1,19,50,0,0,0,34.89,128.07,6.4,FALSE
2021,1,1,20,0,0,0,0,34.89,130.09,6.4,FALSE
2021,1,1,20,10,0,0,0,35.13,132.1,6.3,FALSE
2021,1,1,20,20,0,0,0,35.13,134.12,6.3,FALSE
2021,1,1,20,30,0,0,0,35.13,136.14,6.3,FALSE
2021,1,1,20,40,0,0,0,35.08,138.15,6.3,FALSE
2021,1,1,20,50,0,0,0,35.33,140.15,6.2,FALSE
2021,1,1,21,0,0,0,0,35.33,142.15,6.2,FALSE
2021,1,1,21,10,0,0,0,35.33,144.14,6.2,FALSE
2021,1,1,21,20,0,0,0,35.57,146.11,6.1,FALSE
2021,1,1,21,30,0,0,0,35.57,148.07,6.1,FALSE
2021,1,1,21,40,0,0,0,35.69,150,6.1,FALSE
2021,1,1,21,50,0,0,0,35.94,151.91,6,FALSE
2021,1,1,22,0,0,0,0,35.9,153.79,6,FALSE
2021,1,1,22,10,0,0,0,36.4,155.62,5.8,FALSE
2021,1,1,22,20,0,0,0,36.65,157.39,5.7,FALSE
2021,1,1,22,30,0,0,0,37.17,159.1,5.5,FALSE
2021,1,1,22,40,0,0,0,37.58,160.72,5.4,FALSE
2021,1,1,22,50,0,0,0,38.1,162.22,5.2,FALSE
2021,1,1,23,0,0,0,0,38.63,163.58,5,FALSE
2021,1,1,23,10,0,0,0,39.17,164.75,4.8,FALSE
2021,1,1,23,20,0,0,0,40.04,165.69,4.5,FALSE
2021,1,1,23,30,0,0,0,40.89,166.35,4.2,FALSE
2021,1,1,23,40,0,0,0,41.7,166.69,3.9,FALSE
2021,1,1,23,50,0,0,0,42.59,166.67,3.6,FALSE
2021,1,2,0,0,0,0,0,43.19,166.31,3.4,FALSE
2021,1,2,0,10,0,0,0,43.19,165.63,3.4,FALSE
2021,1,2,0,20,0,0,0,43.19,164.68,3.4,FALSE
2021,1,2,0,30,0,0,0,43.19,163.49,3.4,FALSE
2021,1,2,0,40,0,0,0,42.6,162.12,3.5,FALSE
2021,1,2,0,50,0,0,0,42.6,160.6,3.5,FALSE
2021,1,2,1,0,0,0,0,42.6,158.98,3.5,FALSE
2021,1,2,1,10,0,0,0,42.3,157.27,3.6,FALSE
2021,1,2,1,20,0,0,0,42.3,155.48,3.6,FALSE
2021,1,2,1,30,0,0,0,42.3,153.65,3.6,FALSE
2021,1,2,1,40,0,0,0,41.94,151.77,3.7,FALSE
2021,1,2,1,50,0,0,0,41.94,149.86,3.7,FALSE
2021,1,2,2,0,0,0,0,41.65,147.92,3.8,FALSE
2021,1,2,2,10,0,0,0,41.94,145.96,3.7,FALSE
2021,1,2,2,20,0,0,0,42.24,143.99,3.6,FALSE
2021,1,2,2,30,0,0,0,42.24,142,3.6,FALSE
2021,1,2,2,40,0,0,0,42.67,140,3.5,FALSE
2021,1,2,2,50,0,0,0,42.97,138,3.4,FALSE
2021,1,2,3,0,0,0,0,42.97,135.98,3.4,FALSE
2021,1,2,3,10,0,0,0,42.97,133.97,3.4,FALSE
2021,1,2,3,20,0,0,0,42.97,131.95,3.4,FALSE
2021,1,2,3,30,0,0,0,42.97,129.93,3.4,FALSE
2021,1,2,3,40,0,0,0,43.26,127.92,3.4,FALSE
2021,1,2,3,50,0,0,0,43.26,125.9,3.4,FALSE
2021,1,2,4,0,0,0,0,43.26,123.89,3.4,FALSE
2021,1,2,4,10,0,0,0,43.26,121.88,3.4,FALSE
2021,1,2,4,20,0,0,0,43.26,119.88,3.4,FALSE
2021,1,2,4,30,0,0,0,43.26,117.88,3.4,FALSE
2021,1,2,4,40,0,0,0,43.47,115.89,3.4,FALSE
2021,1,2,4,50,0,0,0,43.47,113.91,3.4,FALSE
2021,1,2,5,0,0,0,0,43.47,111.94,3.4,FALSE
2021,1,2,5,10,0,0,0,43.78,109.98,3.3,FALSE
2021,1,2,5,20,0,0,0,44.09,108.03,3.2,FALSE
2021,1,2,5,30,0,0,0,44.44,106.09,3.1,FALSE
2021,1,2,5,40,0,0,0,45.11,104.17,2.9,FALSE
2021,1,2,5,50,0,0,0,45.43,102.26,2.8,FALSE
2021,1,2,6,0,0,0,0,45.76,100.36,2.7,FALSE
2021,1,2,6,10,0,0,0,45.43,98.48,2.8,FALSE
2021,1,2,6,20,0,0,0,45.11,96.62,2.9,FALSE
2021,1,2,6,30,0,0,0,44.79,94.78,3,FALSE
2021,1,2,6,40,0,0,0,44.73,92.96,3,FALSE
2021,1,2,6,50,0,0,0,44.47,91.17,3.1,FALSE
2021,1,2,7,0,0,0,0,44.15,89,3.2,TRUE
2021,1,2,7,10,17,0,17,42.63,87.4,3.7,TRUE
2021,1,2,7,20,26,13,27,41.16,85.75,4.2,TRUE
2021,1,2,7,30,35,18,37,39.74,84.1,4.7,TRUE
2021,1,2,7,40,45,6,46,38.24,82.46,5.2,TRUE
2021,1,2,7,50,59,55,67,36.94,80.85,5.7,TRUE
2021,1,2,8,0,66,4,67,35.44,79.28,6.3,TRUE
2021,1,2,8,10,81,169,117,34.48,77.73,6.7,TRUE
2021,1,2,8,20,80,345,162,33.32,76.23,7.2,TRUE
2021,1,2,8,30,51,753,250,32.42,74.76,7.6,TRUE
2021,1,2,8,40,116,85,140,30.56,73.34,8.1,TRUE
2021,1,2,8,50,108,369,222,29.74,71.97,8.5,TRUE
2021,1,2,9,0,58,819,330,28.76,70.65,9,TRUE
2021,1,2,9,10,60,836,354,28.18,69.38,9.3,TRUE
2021,1,2,9,20,62,851,378,27.44,68.17,9.7,TRUE
2021,1,2,9,30,63,864,401,26.89,67.02,10,TRUE
2021,1,2,9,40,63,882,423,25.61,65.93,10.3,TRUE
2021,1,2,9,50,64,892,443,24.94,64.91,10.7,TRUE
2021,1,2,10,0,65,901,461,24.45,63.96,11,TRUE
2021,1,2,10,10,184,327,332,23.97,63.09,11.3,TRUE
2021,1,2,10,20,67,916,493,23.66,62.29,11.5,TRUE
2021,1,2,10,30,68,922,507,23.35,61.57,11.7,TRUE
2021,1,2,10,40,69,926,519,22.42,60.93,12,TRUE
2021,1,2,10,50,69,930,529,22.13,60.38,12.2,TRUE
2021,1,2,11,0,70,934,538,21.68,59.92,12.5,TRUE
2021,1,2,11,10,70,937,545,21.54,59.55,12.6,TRUE
2021,1,2,11,20,70,939,550,21.26,59.27,12.8,TRUE
2021,1,2,11,30,71,940,554,20.98,59.08,13,TRUE
2021,1,2,11,40,72,938,555,20.31,58.98,13.1,TRUE
2021,1,2,11,50,72,938,555,20.04,58.98,13.3,TRUE
2021,1,2,12,0,72,937,553,19.78,59.08,13.5,TRUE
2021,1,2,12,10,71,936,550,19.66,59.27,13.6,TRUE
2021,1,2,12,20,71,934,545,19.51,59.55,13.7,TRUE
2021,1,2,12,30,71,926,535,19.51,59.92,13.7,TRUE
2021,1,2,12,40,69,926,526,19.09,60.39,13.8,TRUE
2021,1,2,12,50,68,921,516,18.97,60.94,13.9,TRUE
2021,1,2,13,0,68,916,504,18.85,61.58,14,TRUE
2021,1,2,13,10,67,910,490,18.85,62.3,14,TRUE
2021,1,2,13,20,66,903,475,18.85,63.1,14,TRUE
2021,1,2,13,30,65,895,458,18.85,63.97,14,TRUE
2021,1,2,13,40,63,889,440,18.82,64.92,14,TRUE
2021,1,2,13,50,62,879,420,18.82,65.94,14,TRUE
2021,1,2,14,0,121,508,319,18.82,67.03,14,TRUE
2021,1,2,14,10,67,738,341,19.19,68.18,13.7,TRUE
2021,1,2,14,20,58,839,353,19.44,69.39,13.5,TRUE
2021,1,2,14,30,56,822,328,19.7,70.66,13.3,TRUE
2021,1,2,14,40,53,807,303,20.63,71.98,13.1,TRUE
2021,1,2,14,50,49,737,260,21.04,73.36,12.8,TRUE
2021,1,2,15,0,49,760,249,21.31,74.78,12.6,TRUE
2021,1,2,15,10,79,358,164,21.31,76.24,12.6,TRUE
2021,1,2,15,20,75,276,133,21.31,77.75,12.6,TRUE
2021,1,2,15,30,71,81,86,21.31,79.29,12.6,TRUE
2021,1,2,15,40,53,274,97,21.31,80.87,12.6,TRUE
2021,1,2,15,50,33,558,106,21.31,82.48,12.6,TRUE
2021,1,2,16,0,28,491,79,25.75,84.12,9.7,TRUE
2021,1,2,16,10,23,410,53,26.1,85.77,9.5,TRUE
2021,1,2,16,20,22,0,22,26.45,87.42,9.3,TRUE
2021,1,2,16,30,0,0,0,26.81,89.03,9.1,TRUE
2021,1,2,16,40,0,0,0,27.54,91.18,8.9,FALSE
2021,1,2,16,50,0,0,0,27.92,92.98,8.7,FALSE
2021,1,2,17,0,0,0,0,28.29,94.8,8.5,FALSE
2021,1,2,17,10,0,0,0,28.49,96.64,8.4,FALSE
2021,1,2,17,20,0,0,0,28.68,98.5,8.3,FALSE
2021,1,2,17,30,0,0,0,28.88,100.38,8.2,FALSE
2021,1,2,17,40,0,0,0,29.51,102.27,8.1,FALSE
2021,1,2,17,50,0,0,0,29.71,104.18,8,FALSE
2021,1,2,18,0,0,0,0,29.91,106.11,7.9,FALSE
2021,1,2,18,10,0,0,0,29.91,108.05,7.9,FALSE
2021,1,2,18,20,0,0,0,30.12,110,7.8,FALSE
2021,1,2,18,30,0,0,0,30.12,111.96,7.8,FALSE
2021,1,2,18,40,0,0,0,30.46,113.93,7.7,FALSE
2021,1,2,18,50,0,0,0,30.46,115.91,7.7,FALSE
2021,1,2,19,0,0,0,0,30.67,117.9,7.6,FALSE
2021,1,2,19,10,0,0,0,30.88,119.89,7.5,FALSE
2021,1,2,19,20,0,0,0,30.88,121.9,7.5,FALSE
2021,1,2,19,30,0,0,0,31.09,123.9,7.4,FALSE
2021,1,2,19,40,0,0,0,30.94,125.92,7.4,FALSE
2021,1,2,19,50,0,0,0,31.15,127.93,7.3,FALSE
2021,1,2,20,0,0,0,0,31.15,129.95,7.3,FALSE
2021,1,2,20,10,0,0,0,31.36,131.96,7.2,FALSE
2021,1,2,20,20,0,0,0,31.36,133.98,7.2,FALSE
2021,1,2,20,30,0,0,0,31.58,136,7.1,FALSE
2021,1,2,20,40,0,0,0,31.61,138.01,7,FALSE
2021,1,2,20,50,0,0,0,31.61,140.01,7,FALSE
2021,1,2,21,0,0,0,0,31.83,142.01,6.9,FALSE
2021,1,2,21,10,0,0,0,32.05,144,6.8,FALSE
2021,1,2,21,20,0,0,0,32.05,145.97,6.8,FALSE
2021,1,2,21,30,0,0,0,32.27,147.93,6.7,FALSE
2021,1,2,21,40,0,0,0,32.07,149.86,6.7,FALSE
2021,1,2,21,50,0,0,0,32.29,151.77,6.6,FALSE
2021,1,2,22,0,0,0,0,32.29,153.64,6.6,FALSE
2021,1,2,22,10,0,0,0,32.51,155.47,6.5,FALSE
2021,1,2,22,20,0,0,0,32.74,157.25,6.4,FALSE
2021,1,2,22,30,0,0,0,32.96,158.96,6.3,FALSE
2021,1,2,22,40,0,0,0,33.05,160.58,6.2,FALSE
2021,1,2,22,50,0,0,0,33.28,162.08,6.1,FALSE
2021,1,2,23,0,0,0,0,33.51,163.44,6,FALSE
2021,1,2,23,10,0,0,0,33.97,164.62,5.8,FALSE
2021,1,2,23,20,0,0,0,34.21,165.57,5.7,FALSE
2021,1,2,23,30,0,0,0,34.45,166.23,5.6,FALSE
2021,1,2,23,40,0,0,0,34.47,166.58,5.5,FALSE
2021,1,2,23,50,0,0,0,34.95,166.59,5.3,FALSE
2021,1,3,0,0,0,0,0,35.2,166.24,5.2,FALSE
2021,1,3,0,10,0,0,0,35.2,165.58,5.2,FALSE
2021,1,3,0,20,0,0,0,35.2,164.64,5.2,FALSE
2021,1,3,0,30,0,0,0,35.44,163.47,5.1,FALSE
2021,1,3,0,40,0,0,0,35.1,162.11,5.1,FALSE
2021,1,3,0,50,0,0,0,35.1,160.61,5.1,FALSE
2021,1,3,1,0,0,0,0,35.1,158.99,5.1,FALSE
2021,1,3,1,10,0,0,0,35.34,157.28,5,FALSE
2021,1,3,1,20,0,0,0,35.34,155.51,5,FALSE
2021,1,3,1,30,0,0,0,35.34,153.68,5,FALSE
2021,1,3,1,40,0,0,0,35.26,151.8,4.9,FALSE
2021,1,3,1,50,0,0,0,35.26,149.9,4.9,FALSE
2021,1,3,2,0,0,0,0,35.26,147.96,4.9,FALSE
2021,1,3,2,10,0,0,0,35.5,146,4.8,FALSE
2021,1,3,2,20,0,0,0,35.5,144.03,4.8,FALSE
2021,1,3,2,30,0,0,0,35.5,142.04,4.8,FALSE
2021,1,3,2,40,0,0,0,35.45,140.05,4.7,FALSE
2021,1,3,2,50,0,0,0,35.45,138.04,4.7,FALSE
2021,1,3,3,0,0,0,0,35.7,136.03,4.6,FALSE
2021,1,3,3,10,0,0,0,35.7,134.01,4.6,FALSE
2021,1,3,3,20,0,0,0,35.7,132,4.6,FALSE
2021,1,3,3,30,0,0,0,35.7,129.98,4.6,FALSE
2021,1,3,3,40,0,0,0,35.51,127.96,4.6,FALSE
2021,1,3,3,50,0,0,0,35.51,125.95,4.6,FALSE
2021,1,3,4,0,0,0,0,35.51,123.93,4.6,FALSE
2021,1,3,4,10,0,0,0,35.51,121.92,4.6,FALSE
2021,1,3,4,20,0,0,0,35.76,119.92,4.5,FALSE
2021,1,3,4,30,0,0,0,35.76,117.92,4.5,FALSE
2021,1,3,4,40,0,0,0,35.88,115.93,4.4,FALSE
2021,1,3,4,50,0,0,0,35.88,113.95,4.4,FALSE
2021,1,3,5,0,0,0,0,35.88,111.98,4.4,FALSE
2021,1,3,5,10,0,0,0,35.88,110.02,4.4,FALSE
2021,1,3,5,20,0,0,0,35.88,108.07,4.4,FALSE
2021,1,3,5,30,0,0,0,35.88,106.13,4.4,FALSE
2021,1,3,5,40,0,0,0,35.85,104.2,4.4,FALSE
2021,1,3,5,50,0,0,0,35.85,102.29,4.4,FALSE
2021,1,3,6,0,0,0,0,35.85,100.39,4.4,FALSE
2021,1,3,6,10,0,0,0,35.6,98.51,4.5,FALSE
2021,1,3,6,20,0,0,0,35.6,96.65,4.5,FALSE
2021,1,3,6,30,0,0,0,35.39,94.81,4.6,FALSE
2021,1,3,6,40,0,0,0,35.46,92.99,4.6,FALSE
2021,1,3,6,50,0,0,0,35.22,91.19,4.7,FALSE
2021,1,3,7,0,0,0,0,34.97,89.02,4.8,TRUE
2021,1,3,7,10,18,247,29,34.01,87.41,5.2,TRUE
2021,1,3,7,20,26,46,30,33.08,85.76,5.6,TRUE
2021,1,3,7,30,36,25,38,32.18,84.11,6,TRUE
2021,1,3,7,40,35,507,101,31.86,82.47,6.5,TRUE
2021,1,3,7,50,40,563,129,31,80.86,6.9,TRUE
2021,1,3,8,0,43,610,157,30.16,79.28,7.3,TRUE
2021,1,3,8,10,47,650,185,29.15,77.73,7.8,TRUE
2021,1,3,8,20,50,688,214,28.18,76.22,8.3,TRUE
2021,1,3,8,30,53,718,241,27.43,74.75,8.7,TRUE
2021,1,3,8,40,54,749,269,28.76,73.33,9.2,TRUE
2021,1,3,8,50,56,771,295,27.81,71.95,9.7,TRUE
2021,1,3,9,0,58,791,321,27.08,70.63,10.1,TRUE
2021,1,3,9,10,60,808,345,26.37,69.36,10.5,TRUE
2021,1,3,9,20,62,823,369,25.85,68.14,10.8,TRUE
2021,1,3,9,30,64,837,391,25.34,66.98,11.1,TRUE
2021,1,3,9,40,67,841,411,25.52,65.89,11.5,TRUE
2021,1,3,9,50,68,851,430,25.02,64.87,11.8,TRUE
2021,1,3,10,0,70,861,448,24.37,63.91,12.2,TRUE
2021,1,3,10,10,71,869,465,24.05,63.03,12.4,TRUE
2021,1,3,10,20,71,876,480,23.74,62.23,12.6,TRUE
2021,1,3,10,30,72,883,493,23.25,61.51,12.9,TRUE
2021,1,3,10,40,72,890,506,23.58,60.86,13.1,TRUE
2021,1,3,10,50,73,891,514,23.13,60.31,13.4,TRUE
2021,1,3,11,0,73,894,523,22.83,59.84,13.6,TRUE
2021,1,3,11,10,74,897,530,22.53,59.46,13.8,TRUE
2021,1,3,11,20,111,726,483,22.22,59.18,14,TRUE
2021,1,3,11,30,196,433,420,21.93,58.99,14.2,TRUE
2021,1,3,11,40,207,390,408,22.45,58.89,14.3,TRUE
2021,1,3,11,50,190,464,430,22.16,58.88,14.5,TRUE
2021,1,3,12,0,127,674,475,21.88,58.97,14.7,TRUE
2021,1,3,12,10,86,818,505,21.74,59.16,14.8,TRUE
2021,1,3,12,20,208,365,393,21.6,59.44,14.9,TRUE
2021,1,3,12,30,192,423,405,21.46,59.81,15,TRUE
2021,1,3,12,40,86,801,483,21.99,60.27,15.1,TRUE
2021,1,3,12,50,121,661,443,21.85,60.82,15.2,TRUE
2021,1,3,13,0,192,361,364,21.71,61.45,15.3,TRUE
2021,1,3,13,10,193,321,343,21.71,62.17,15.3,TRUE
2021,1,3,13,20,78,788,436,21.71,62.96,15.3,TRUE
2021,1,3,13,30,74,787,422,21.71,63.84,15.3,TRUE
2021,1,3,13,40,64,824,415,22.02,64.79,15.4,TRUE
2021,1,3,13,50,66,793,391,22.02,65.81,15.4,TRUE
2021,1,3,14,0,58,822,380,22.02,66.89,15.4,TRUE
2021,1,3,14,10,58,792,355,22.3,68.04,15.2,TRUE
2021,1,3,14,20,68,711,320,22.59,69.25,15,TRUE
2021,1,3,14,30,59,733,303,22.88,70.52,14.8,TRUE
2021,1,3,14,40,56,777,298,23.76,71.84,14.6,TRUE
2021,1,3,14,50,54,755,272,24.07,73.21,14.4,TRUE
2021,1,3,15,0,51,729,245,24.38,74.63,14.2,TRUE
2021,1,3,15,10,49,700,217,24.38,76.1,14.2,TRUE
2021,1,3,15,20,46,667,189,24.38,77.6,14.2,TRUE
2021,1,3,15,30,42,627,160,24.38,79.15,14.2,TRUE
2021,1,3,15,40,39,581,132,24.38,80.73,14.2,TRUE
2021,1,3,15,50,34,526,105,24.38,82.34,14.2,TRUE
2021,1,3,16,0,30,451,77,29.44,83.97,11.2,TRUE
2021,1,3,16,10,24,370,52,29.83,85.63,11,TRUE
2021,1,3,16,20,18,271,31,30.23,87.28,10.8,TRUE
2021,1,3,16,30,7,0,7,30.43,88.9,10.7,TRUE
2021,1,3,16,40,0,0,0,30.83,91.04,10.5,FALSE
2021,1,3,16,50,0,0,0,31.24,92.84,10.3,FALSE
2021,1,3,17,0,0,0,0,31.48,94.66,10.2,FALSE
2021,1,3,17,10,0,0,0,31.69,96.5,10.1,FALSE
2021,1,3,17,20,0,0,0,31.9,98.36,10,FALSE
2021,1,3,17,30,0,0,0,32.12,100.23,9.9,FALSE
2021,1,3,17,40,0,0,0,32.46,102.13,9.8,FALSE
2021,1,3,17,50,0,0,0,32.68,104.04,9.7,FALSE
2021,1,3,18,0,0,0,0,32.9,105.96,9.6,FALSE
2021,1,3,18,10,0,0,0,33.12,107.9,9.5,FALSE
2021,1,3,18,20,0,0,0,33.12,109.85,9.5,FALSE
2021,1,3,18,30,0,0,0,33.34,111.82,9.4,FALSE
2021,1,3,18,40,0,0,0,33.88,113.79,9.3,FALSE
2021,1,3,18,50,0,0,0,34.1,115.77,9.2,FALSE
2021,1,3,19,0,0,0,0,34.33,117.76,9.1,FALSE
2021,1,3,19,10,0,0,0,34.33,119.75,9.1,FALSE
2021,1,3,19,20,0,0,0,34.33,121.76,9.1,FALSE
2021,1,3,19,30,0,0,0,34.33,123.76,9.1,FALSE
2021,1,3,19,40,0,0,0,35.1,125.77,9,FALSE
2021,1,3,19,50,0,0,0,35.1,127.79,9,FALSE
2021,1,3,20,0,0,0,0,35.1,129.81,9,FALSE
2021,1,3,20,10,0,0,0,35.34,131.82,8.9,FALSE
2021,1,3,20,20,0,0,0,35.34,133.84,8.9,FALSE
2021,1,3,20,30,0,0,0,35.58,135.85,8.8,FALSE
2021,1,3,20,40,0,0,0,36.34,137.87,8.8,FALSE
